Sr. No.,Work category,Work ID,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,Sanction Amount,clean_id,total_disbursed,expenditure_records,vendor_count,completed_disbursed,completion_date,completed,effective_disbursed,spending_percentage,recommendation_delay_days,completion_duration_days,cost_vs_category,cost_vs_state,amount_per_payment,description_clean,duplicate_description_count,max_vendor_project_count,status_text,incomplete,physical_inspection,partially_completed,anomaly,anomaly_score,AI Risk,AI Reasons
1261,Normal/Others,WS/MP18173/2024-2025/137927-Construction of buildings for community cultural activities,Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),THARANIVENTHAN M S,ARANI,Construction of Drama Stage in Thiruvadikunnam Panchayat,2024-09-05,2024-09-24,849119.0,Physical Inspection,849119.0,WS/MP18173/2024-2025/137927,0.0,0.0,0.0,849119.0,2025-06-16,1,849119.0,100.0,19.0,265.0,2.8303966666666667,0.9437581205729332,0.0,construction of drama stage in thiruvadikunnam panchayat,1.0,0,physical inspection,0,1,0,1,0.1577818158305367,NORMAL,Sanction amount is significantly above category average
3429,Normal/Others,WS/MP632/2025-2026/142072-Lighting of public spaces,Kerala,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Anto Antony,PATHANAMTHITTA,Providing 10 Meter LED High Mast Light at Chappath Junction in Koottickal Grama Panchayat.,2024-09-20,2025-04-26,400000.0,Sanction,400000.0,WS/MP632/2025-2026/142072,0.0,0.0,0.0,0.0,,0,0.0,0.0,218.0,0.0,1.3333333333333333,1.819579586136623,0.0,providing 10 meter led high mast light at chappath junction in koottickal grama panchayat,1.0,0,sanction,1,0,0,1,0.15778490910987159,NORMAL,Unusually long recommendation-to-sanction delay
5923,Normal/Others,WS/MP18162/2024-2025/147105-Construction of community centers and community halls,Rajasthan,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,SAMUDAYIK BHAWAN VISTAR NIRMAN BRAMNO KA MOHLLA,2024-10-16,2025-01-27,499464.0,Physical Inspection,499464.0,WS/MP18162/2024-2025/147105,0.0,0.0,0.0,0.0,,0,0.0,0.0,103.0,0.0,1.66488,1.24866,0.0,samudayik bhawan vistar nirman bramno ka mohlla,1.0,0,physical inspection,1,1,0,1,0.15780563216964844,NORMAL,Physical inspection status with incomplete project
386,Normal/Others,WS/MP812/2024-2025/135443-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,TIKAR SHIVKUMAR TIWARI KE VIDYALAY KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135443,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,tikar shivkumar tiwari ke vidyalay ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
388,Normal/Others,WS/MP812/2024-2025/135445-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,KUSUMAHA RAMJANAKI MANDIR KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135445,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,kusumaha ramjanaki mandir ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
387,Normal/Others,WS/MP812/2024-2025/135444-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,KUSMAHA KALI MANDIR KE PAS HIGH MAST KI STHAPANA KARRY,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135444,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,kusmaha kali mandir ke pas high mast ki sthapana karry,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
355,Normal/Others,WS/MP812/2024-2025/135401-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP RAMPUR JANGAL SHIV MANDIR KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135401,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,gp rampur jangal shiv mandir ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
359,Normal/Others,WS/MP812/2024-2025/135405-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP SAHPUR KASAYA AIRPORT KE BAGAL ME SHIV MANDIR KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135405,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,gp sahpur kasaya airport ke bagal me shiv mandir ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
354,Normal/Others,WS/MP812/2024-2025/135400-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP LAXMIPUR PADRAHAWA ME CHAURAHE PAR HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135400,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,gp laxmipur padrahawa me chaurahe par high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
353,Normal/Others,WS/MP812/2024-2025/135399-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP KHAIRI ME KHALIHAN KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135399,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,gp khairi me khalihan ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
552,Normal/Others,WS/MP812/2024-2025/135859-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,WARD NO 10 ME DACHHIN TOLA JAIRAM SINGH KE GHAR KE KUWE KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135859,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,ward no 10 me dachhin tola jairam singh ke ghar ke kuwe ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
553,Normal/Others,WS/MP812/2024-2025/135861-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,WARD NO 10 MUNDERA RATANPATTI SHIV MANDIR KE PAS HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135861,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,ward no 10 mundera ratanpatti shiv mandir ke pas high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
385,Normal/Others,WS/MP812/2024-2025/135442-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,GP PIPRA HUMAIL ME AMRANATH PANDEY KE DARWAJE PAR HIGH MAST KI STHAPANA,2024-08-17,2025-02-18,236234.0,Physical Inspection,236234.0,WS/MP812/2024-2025/135442,0.0,0.0,0.0,236234.0,2026-01-16,1,236234.0,100.0,185.0,332.0,0.7874466666666666,1.0,0.0,gp pipra humail me amranath pandey ke darwaje par high mast ki sthapana,1.0,0,physical inspection,0,1,0,1,0.15783298108999677,NORMAL,Unusually long recommendation-to-sanction delay
5370,Normal/Others,WS/MP18019/2024-2025/146092-Installing tube-wells and borewells,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),"Construction of RCC Ringwell near the house of Addl. Chief Engineer, PWD (Quarter)",2024-10-28,2024-12-03,500000.0,Physical Inspection,500000.0,WS/MP18019/2024-2025/146092,0.0,0.0,0.0,499381.0,2025-10-22,1,499381.0,99.8762,36.0,323.0,1.6666666666666667,1.1121120119218408,0.0,construction of rcc ringwell near the house of addl chief engineer pwd quarter,1.0,0,physical inspection,0,1,0,1,0.15786780278646956,NORMAL,No major anomaly detected
5253,Normal/Others,WS/MP435/2024-2025/145865-Construction of common work sheds/ common covered sitting area,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Sanjay Seth,RANCHI,"Construction of Umbrella at Late Nirmal Mahto's Statue at Village Angara, under Angara Panchayat.",2024-10-08,2024-12-31,287500.0,Vendor Identification,287500.0,WS/MP435/2024-2025/145865,0.0,0.0,0.0,0.0,,0,0.0,0.0,84.0,0.0,0.9583333333333334,2.178030303030303,0.0,construction of umbrella at late nirmal mahtos statue at village angara under angara panchayat,1.0,0,vendor identification,1,0,0,1,0.15789195038194626,NORMAL,No major anomaly detected
1201,Normal/Others,WS/MP356/2024-2025/137828-Purchase Books for Library,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,PURCHASE OF BOOKS IN HSS GIRLS SCHOOL LIBRARY BHANPURA,2024-08-30,2024-12-16,100000.0,Physical Inspection,100000.0,WS/MP356/2024-2025/137828,0.0,0.0,0.0,100000.0,2025-08-21,1,100000.0,100.0,108.0,248.0,0.3333333333333333,0.5,0.0,purchase of books in hss girls school library bhanpura,1.0,0,physical inspection,0,1,0,1,0.15791850845775707,NORMAL,No major anomaly detected
1203,Normal/Others,WS/MP356/2024-2025/137830-Purchase Books for Library,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,PURCHASE FOR BOOKS,2024-08-30,2024-12-16,100000.0,Physical Inspection,100000.0,WS/MP356/2024-2025/137830,0.0,0.0,0.0,100000.0,2025-08-21,1,100000.0,100.0,108.0,248.0,0.3333333333333333,0.5,0.0,purchase for books,1.0,0,physical inspection,0,1,0,1,0.15791850845775707,NORMAL,No major anomaly detected
1216,Normal/Others,WS/MP356/2024-2025/137843-Purchase Books for Library,Madhya Pradesh,MANDSAUR(DISTRICT COLLECTOR MANDSAUR_IDA),Shri Sudheer Gupta,MANDSOUR,PURCHASE OF BOOKS & IN GHS & HS SCHOOL,2024-08-30,2024-12-16,100000.0,Physical Inspection,100000.0,WS/MP356/2024-2025/137843,0.0,0.0,0.0,100000.0,2025-08-21,1,100000.0,100.0,108.0,248.0,0.3333333333333333,0.5,0.0,purchase of books in ghs hs school,1.0,0,physical inspection,0,1,0,1,0.15791850845775707,NORMAL,No major anomaly detected
4850,Normal/Others,WS/MP761/2024-2025/144933-Providing drains and gutters for public drainage,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of CC drains with culverts from Narayana(H) to Chandrunaik (H) in Srisai laxmi nagar,2024-10-01,2024-10-03,495000.0,Physical Inspection,495000.0,WS/MP761/2024-2025/144933,0.0,0.0,0.0,495000.0,2024-10-04,1,495000.0,100.0,2.0,1.0,1.65,1.3384708983978908,0.0,construction of cc drains with culverts from narayanah to chandrunaik h in srisai laxmi nagar,1.0,0,physical inspection,0,1,0,1,0.15792273624809317,NORMAL,No major anomaly detected
3758,Normal/Others,WS/MP18311/2024-2025/142734-Construction of buildings for community cultural activities,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Construction of room for community cultural activities at village Bagwali,2024-09-24,2024-11-04,200000.0,Physical Inspection,200000.0,WS/MP18311/2024-2025/142734,0.0,0.0,0.0,0.0,,0,0.0,0.0,41.0,0.0,0.6666666666666666,0.86052965600327,0.0,construction of room for community cultural activities at village bagwali,1.0,0,physical inspection,1,1,0,1,0.15794719519122608,NORMAL,Physical inspection status with incomplete project
4192,Normal/Others,WS/MP18032/2024-2025/143626-Construction of community centers and community halls,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,Construction of community hall with toilet near Ram Janki pond at Nuaon,2024-09-25,2025-01-07,926359.0,Physical Inspection,926359.0,WS/MP18032/2024-2025/143626,0.0,0.0,0.0,926359.0,2025-11-18,1,926359.0,100.0,104.0,315.0,3.0878633333333334,1.0898341176470587,0.0,construction of community hall with toilet near ram janki pond at nuaon,1.0,0,physical inspection,0,1,0,1,0.157952167318769,NORMAL,Sanction amount is unusually high for this work category
6719,Normal/Others,WS/MP18328/2024-2025/148531-Street lights,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,"Installation and commission of High Mast Solar Light with 4x50 Ah (200Ah) Li-FePO4 Battery, 4x110wp (440wp) Mono Crystal Solar PV Module, 7 Meter Pole and other hardware/ accessories complete in all respect including 5 years. at Old Chowk Bhambla, PO Bhambla, Tehsil Baldwara, District Mandi H.P.",2024-10-19,2024-11-18,108150.0,Physical Inspection,108150.0,WS/MP18328/2024-2025/148531,0.0,0.0,0.0,108150.0,2025-06-16,1,108150.0,100.0,30.0,210.0,0.3605,0.3605,0.0,installation and commission of high mast solar light with 4x50 ah 200ah lifepo4 battery 4x110wp 440wp mono crystal solar pv module 7 meter pole and other hardware accessories complete in all respect including 5 years at old chowk bhambla po bhambla tehsil baldwara district mandi hp,1.0,0,physical inspection,0,1,0,1,0.15795604661103696,NORMAL,No major anomaly detected
6728,Normal/Others,WS/MP18328/2024-2025/148543-Street lights,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,"Installation and commission of High Mast Solar Light with 4x50 Ah (200Ah) Li-FePO4 Battery, 4x110wp (440wp) Mono Crystal Solar PV Module, 7 Meter Pole and other hardware/ accessories complete in all respect including 5 years. at New By Pass Chowk Bhambla, PO Bhambla, Tehsil Baldwara, District Mandi H.P",2024-10-19,2024-11-18,108150.0,Physical Inspection,108150.0,WS/MP18328/2024-2025/148543,0.0,0.0,0.0,108150.0,2025-06-16,1,108150.0,100.0,30.0,210.0,0.3605,0.3605,0.0,installation and commission of high mast solar light with 4x50 ah 200ah lifepo4 battery 4x110wp 440wp mono crystal solar pv module 7 meter pole and other hardware accessories complete in all respect including 5 years at new by pass chowk bhambla po bhambla tehsil baldwara district mandi hp,1.0,0,physical inspection,0,1,0,1,0.15795604661103696,NORMAL,No major anomaly detected
4434,Normal/Others,WS/MP672/2024-2025/144103-Purchase of hospital equipment,Maharashtra,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Nitin Jairam Gadkari,NAGPUR,"Purchasing of Solar (Battery Operated) tricycle at CRC, Nagpur.",2024-09-27,2024-09-30,555000.0,Physical Inspection,555000.0,WS/MP672/2024-2025/144103,0.0,0.0,0.0,555000.0,2024-10-01,1,555000.0,100.0,3.0,1.0,1.85,0.555,0.0,purchasing of solar battery operated tricycle at crc nagpur,1.0,0,physical inspection,0,1,0,1,0.15797333856416562,NORMAL,No major anomaly detected
3172,Normal/Others,"WS/MP18144/2024-2025/141585-Construction of roads, link roads, pathways or any other road with or without drainage system",Odisha,KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),MALVIKA DEVI,KALAHANDI,"Construction of WMM Road at Hill town, Lan No-9",2024-09-20,2024-11-19,800000.0,Physical Inspection,800000.0,WS/MP18144/2024-2025/141585,0.0,0.0,0.0,800000.0,2025-11-13,1,800000.0,100.0,60.0,359.0,2.6666666666666665,1.6016016016016017,0.0,construction of wmm road at hill town lan no9,1.0,0,physical inspection,0,1,0,1,0.15799073704767364,NORMAL,Sanction amount is significantly above category average
6541,Normal/Others,WS/MP600/2024-2025/148264-Construction of boundary walls of existing public and community buildings,Jammu And Kashmir,UDHAMPUR(Deputy Commissioner Udhampur_IDA),Jitendra Singh,UDHAMPUR,"Construction of Protection Wall from the house of Karan Singh Charak to the  land  of Gopal Singh , Village- Karowa, Pyt. Sunal, Ward no. 2, near govt. Girls Middle  School,  Teh. Udhampur, Jaganoo, Udhampur",2024-10-22,2024-12-26,155000.0,Physical Inspection,155000.0,WS/MP600/2024-2025/148264,0.0,0.0,0.0,0.0,,0,0.0,0.0,65.0,0.0,0.5166666666666667,0.8701241470678219,0.0,construction of protection wall from the house of karan singh charak to the land of gopal singh village karowa pyt sunal ward no 2 near govt girls middle school teh udhampur jaganoo udhampur,1.0,0,physical inspection,1,1,0,1,0.15804519883508306,NORMAL,Physical inspection status with incomplete project
4818,Normal/Others,WS/MP334/2024-2025/144883-Lighting of public spaces,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of mask light near bhavanand mod in jamtara village of jamtara panchayat.,2024-10-02,2025-03-01,150000.0,Sanction,150000.0,WS/MP334/2024-2025/144883,0.0,0.0,0.0,0.0,,0,0.0,0.0,150.0,0.0,0.5,1.1363636363636365,0.0,installation of mask light near bhavanand mod in jamtara village of jamtara panchayat,1.0,0,sanction,1,0,0,1,0.1581138263295449,NORMAL,No major anomaly detected
4224,Normal/Others,"WS/MP18321/2025-2026/143691-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,Construction to CC road work from National Highway 8 to  Modasia Kadwa Patidar Samajni Wadi near Sahakarijin at Himmatnagar.,2024-09-25,2025-04-08,500000.0,Sanction,500000.0,WS/MP18321/2025-2026/143691,0.0,0.0,0.0,0.0,,0,0.0,0.0,195.0,0.0,1.6666666666666667,2.0,0.0,construction to cc road work from national highway 8 to modasia kadwa patidar samajni wadi near sahakarijin at himmatnagar,1.0,0,sanction,1,0,0,1,0.1581443758380568,NORMAL,Unusually long recommendation-to-sanction delay
2593,Normal/Others,"WS/MP18043/2024-2025/140503-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,ROHTAS(District Planning Officer Rohtas_IDA),MANOJ KUMAR,SASARAM(SC),Mahadalit tola me shanbhu ram ke ghar se suraj ram ke ghar hote hue kaudi gadn tak pcc nirman kary length 600 feet,2024-09-13,2025-01-03,1042258.0,Physical Inspection,1042258.0,WS/MP18043/2024-2025/140503,0.0,0.0,0.0,1042258.0,2025-05-21,1,1042258.0,100.0,112.0,138.0,3.4741933333333335,1.2261858823529412,0.0,mahadalit tola me shanbhu ram ke ghar se suraj ram ke ghar hote hue kaudi gadn tak pcc nirman kary length 600 feet,1.0,0,physical inspection,0,1,0,1,0.15814638278255883,NORMAL,Sanction amount is unusually high for this work category
422,Normal/Others,WS/MP826/2024-2025/135564-Construction of community centers and community halls,West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),Raju Bista,DARJEELING,"Construction of community center at Dara Gaon, Lingia Mareybong, Ward No 4  Ref: Raju Singh (9641924018), Member, Lingia-Marybong GP",2024-08-16,2024-12-23,487336.0,Physical Inspection,487336.0,WS/MP826/2024-2025/135564,0.0,0.0,0.0,0.0,,0,0.0,0.0,129.0,0.0,1.6244533333333333,1.2785132249313962,0.0,construction of community center at dara gaon lingia mareybong ward no 4 ref raju singh 9641924018 member lingiamarybong gp,1.0,0,physical inspection,1,1,0,1,0.1582146878008273,NORMAL,Physical inspection status with incomplete project
1604,Normal/Others,WS/MP313/2024-2025/138693-Construction of boundary walls of existing public and community buildings,Arunachal Pradesh,TIRAP(DEPUTY COMMISSIONER TIRAP_IDA),Shri Tapir Gao,ARUNACHAL EAST,C/o Retaining Wall at New Kothin (Humroi Colony) in Tirap District,2024-09-14,2024-10-22,1000000.0,Physical Inspection,1000000.0,WS/MP313/2024-2025/138693,0.0,0.0,0.0,1000000.0,2024-11-28,1,1000000.0,100.0,38.0,37.0,3.3333333333333335,1.0,0.0,co retaining wall at new kothin humroi colony in tirap district,1.0,0,physical inspection,0,1,0,1,0.15821987912294444,NORMAL,Sanction amount is unusually high for this work category
5982,Normal/Others,WS/MP18162/2024-2025/147231-Construction of boundary walls of existing public and community buildings,Rajasthan,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),DAMODAR AGARWAL,BHILWARA,"SARVJANIK SHAMSHAN HETU CHAR DIWARI NIRMAN VILL- ARNIYA KHALASA , GP- ARNIYA, P.S.- SAHARA",2024-10-16,2025-01-27,492788.0,Physical Inspection,492788.0,WS/MP18162/2024-2025/147231,0.0,0.0,0.0,0.0,,0,0.0,0.0,103.0,0.0,1.6426266666666667,1.23197,0.0,sarvjanik shamshan hetu char diwari nirman vill arniya khalasa gp arniya ps sahara,1.0,0,physical inspection,1,1,0,1,0.15823146721766584,NORMAL,Physical inspection status with incomplete project
5259,Normal/Others,WS/MP444/2024-2025/145904-Construction of bus-sheds or bus-stops,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),L.No. 177 Dt 07.10.24 Gram panchayat bundala ke multai road bundala me,2024-10-08,2025-02-20,259942.0,Physical Inspection,259942.0,WS/MP444/2024-2025/145904,0.0,0.0,0.0,0.0,,0,0.0,0.0,135.0,0.0,0.8664733333333333,1.29971,0.0,lno 177 dt 071024 gram panchayat bundala ke multai road bundala me,1.0,0,physical inspection,1,1,0,1,0.15824588695601427,NORMAL,Physical inspection status with incomplete project
5273,Normal/Others,WS/MP444/2024-2025/145919-Construction of bus-sheds or bus-stops,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),L.No. 177 Dt 07.10.24 Gram panchayat parsodi ke parsodi jod par,2024-10-08,2025-02-20,259942.0,Physical Inspection,259942.0,WS/MP444/2024-2025/145919,0.0,0.0,0.0,0.0,,0,0.0,0.0,135.0,0.0,0.8664733333333333,1.29971,0.0,lno 177 dt 071024 gram panchayat parsodi ke parsodi jod par,1.0,0,physical inspection,1,1,0,1,0.15824588695601427,NORMAL,Physical inspection status with incomplete project
5260,Normal/Others,WS/MP444/2024-2025/145905-Construction of bus-sheds or bus-stops,Madhya Pradesh,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),L.No. 177 Dt 07.10.24 Gram panchayat Jamuljhiri me Morkha road khedlibazar,2024-10-08,2025-02-20,259942.0,Physical Inspection,259942.0,WS/MP444/2024-2025/145905,0.0,0.0,0.0,0.0,,0,0.0,0.0,135.0,0.0,0.8664733333333333,1.29971,0.0,lno 177 dt 071024 gram panchayat jamuljhiri me morkha road khedlibazar,1.0,0,physical inspection,1,1,0,1,0.15824588695601427,NORMAL,Physical inspection status with incomplete project
4347,Normal/Others,"WS/MP681/2024-2025/143980-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at satephal, tal.purna.",2024-10-03,2024-10-09,699603.0,Physical Inspection,699603.0,WS/MP681/2024-2025/143980,0.0,0.0,0.0,699603.0,2025-05-07,1,699603.0,100.0,6.0,210.0,2.33201,0.699603,0.0,construction of cc road and drains at satephal talpurna,1.0,0,physical inspection,0,1,0,1,0.15825079545707516,NORMAL,Sanction amount is significantly above category average
4063,Normal/Others,"WS/MP18138/2024-2025/143330-Construction of roads, link roads, pathways or any other road with or without drainage system",Mizoram,KOLASIB(Deputy Commissioner Kolasib),RICHARD VANLALHMANGAIHA,MIZORAM (ST),"Theileiki to Tuirial Link Road, 1.5 KMs",2024-09-24,2024-12-30,750000.0,Physical Inspection,750000.0,WS/MP18138/2024-2025/143330,0.0,0.0,0.0,750000.0,2025-07-31,1,750000.0,100.0,97.0,213.0,2.5,3.0,0.0,theileiki to tuirial link road 15 kms,1.0,0,physical inspection,0,1,0,1,0.15826538853725375,NORMAL,Sanction amount is significantly above category average; Sanction amount is unusually high compared with similar works in the state
6172,Normal/Others,WS/MP18336/2024-2025/147585-Construction of community centers and community halls,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,SAMUDAYIK BHAWAN NIRMAN- GRAM KHAPRIDIH KHURD (CHINGARI) ME SAMUDAYIK BHAWAN NIRMAN,2024-10-17,2024-12-06,671255.0,Physical Inspection,671255.0,WS/MP18336/2024-2025/147585,0.0,0.0,0.0,671255.0,2026-01-21,1,671255.0,100.0,50.0,411.0,2.2375166666666666,1.34251,0.0,samudayik bhawan nirman gram khapridih khurd chingari me samudayik bhawan nirman,1.0,0,physical inspection,0,1,0,1,0.15827297095406806,NORMAL,Sanction amount is significantly above category average
2533,Normal/Others,WS/MP18176/2024-2025/140385-Lighting of public spaces,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),SACHITHANANTHAM R,DINDIGUL,Lighting of public spaces in Sirumalai @palaiyur high mast light,2024-09-12,2025-03-12,500000.0,Work Completed,500000.0,WS/MP18176/2024-2025/140385,0.0,0.0,0.0,0.0,,0,0.0,0.0,181.0,0.0,1.6666666666666667,0.5557278311832223,0.0,lighting of public spaces in sirumalai palaiyur high mast light,1.0,0,work completed,1,0,0,1,0.15829321625183013,NORMAL,Unusually long recommendation-to-sanction delay
5857,Normal/Others,WS/MP18023/2024-2025/147021-Construction of community centers and community halls,Assam,GOALPARA(Deputy Commissioner Goalpara_IDA),BIJULI KALITA MEDHI,GUWAHATI,"Construction of open community hall at Sri Sri Niranjan Mahaprubhu Pith , Bakaitari.",2024-10-13,2025-01-20,500000.0,Physical Inspection,500000.0,WS/MP18023/2024-2025/147021,0.0,0.0,0.0,500000.0,2026-04-27,1,500000.0,100.0,99.0,462.0,1.6666666666666667,1.1121120119218408,0.0,construction of open community hall at sri sri niranjan mahaprubhu pith bakaitari,1.0,0,physical inspection,0,1,0,1,0.15829613881696925,NORMAL,No major anomaly detected
